  9.9009901e-001  3.9603960e+000  7.9207921e+000  1.3861386e+001  1.8811881e+001  2.1782178e+001  1.7821782e+001  8.9108911e+000  3.9603960e+000  1.9801980e+000
  0.0000000e+000  2.0202020e+000  6.0606061e+000  1.3131313e+001  2.1212121e+001  2.2222222e+001  1.5151515e+001  8.0808081e+000  3.0303030e+000  9.0909091e+000
  9.9009901e-001  3.9603960e+000  7.9207921e+000  1.3861386e+001  1.7821782e+001  1.8811881e+001  1.5841584e+001  6.9306931e+000  2.9702970e+000  1.0891089e+001
  1.0101010e+000  2.0202020e+000  6.0606061e+000  1.2121212e+001  1.8181818e+001  2.1212121e+001  1.5151515e+001  1.1111111e+001  5.0505051e+000  8.0808081e+000
  1.0101010e+000  3.0303030e+000  7.0707071e+000  1.3131313e+001  1.9191919e+001  2.0202020e+001  1.7171717e+001  9.0909091e+000  4.0404040e+000  6.0606061e+000
  1.0204082e+000  3.0612245e+000  7.1428571e+000  1.4285714e+001  2.0408163e+001  2.2448980e+001  1.4285714e+001  8.1632653e+000  4.0816327e+000  5.1020408e+000
  9.9009901e-001  2.9702970e+000  6.9306931e+000  1.3861386e+001  1.9801980e+001  2.1782178e+001  1.3861386e+001  8.9108911e+000  3.9603960e+000  6.9306931e+000
  1.0000000e+000  3.0000000e+000  8.0000000e+000  1.4000000e+001  2.0000000e+001  2.0000000e+001  1.6000000e+001  9.0000000e+000  4.0000000e+000  5.0000000e+000
  0.0000000e+000  3.0303030e+000  7.0707071e+000  1.3131313e+001  2.0202020e+001  2.0202020e+001  1.6161616e+001  8.0808081e+000  4.0404040e+000  8.0808081e+000
  1.0000000e+000  3.0000000e+000  7.0000000e+000  1.4000000e+001  2.0000000e+001  2.1000000e+001  1.4000000e+001  8.0000000e+000  4.0000000e+000  8.0000000e+000
  1.0000000e+000  3.0000000e+000  7.0000000e+000  1.5000000e+001  2.2000000e+001  2.4000000e+001  1.5000000e+001  6.0000000e+000  3.0000000e+000  4.0000000e+000
  1.0101010e+000  4.0404040e+000  1.1111111e+001  2.0202020e+001  2.4242424e+001  2.1212121e+001  1.1111111e+001  5.0505051e+000  1.0101010e+000  1.0101010e+000
  1.0101010e+000  3.0303030e+000  1.0101010e+001  1.9191919e+001  2.7272727e+001  2.4242424e+001  1.0101010e+001  3.0303030e+000  1.0101010e+000  1.0101010e+000
  9.9009901e-001  3.9603960e+000  9.9009901e+000  1.7821782e+001  2.4752475e+001  2.1782178e+001  1.1881188e+001  4.9504950e+000  1.9801980e+000  1.9801980e+000
  1.0000000e+000  4.0000000e+000  1.0000000e+001  1.8000000e+001  2.6000000e+001  2.2000000e+001  1.2000000e+001  4.0000000e+000  1.0000000e+000  2.0000000e+000
  0.0000000e+000  1.0000000e+000  4.0000000e+000  8.0000000e+000  1.4000000e+001  1.9000000e+001  1.8000000e+001  1.4000000e+001  7.0000000e+000  1.5000000e+001
  1.0000000e+000  3.0000000e+000  8.0000000e+000  1.4000000e+001  2.0000000e+001  1.9000000e+001  1.5000000e+001  9.0000000e+000  4.0000000e+000  7.0000000e+000
  1.0000000e+000  3.0000000e+000  9.0000000e+000  1.9000000e+001  2.5000000e+001  2.2000000e+001  1.2000000e+001  5.0000000e+000  2.0000000e+000  2.0000000e+000
  0.0000000e+000  2.0000000e+000  5.0000000e+000  9.0000000e+000  1.7000000e+001  2.2000000e+001  1.9000000e+001  1.2000000e+001  6.0000000e+000  8.0000000e+000
  0.0000000e+000  1.0101010e+000  3.0303030e+000  7.0707071e+000  1.1111111e+001  1.7171717e+001  2.1212121e+001  1.7171717e+001  9.0909091e+000  1.3131313e+001
  0.0000000e+000  2.0202020e+000  4.0404040e+000  8.0808081e+000  1.2121212e+001  1.6161616e+001  1.7171717e+001  1.4141414e+001  9.0909091e+000  1.7171717e+001
  0.0000000e+000  2.0408163e+000  5.1020408e+000  1.0204082e+001  1.6326531e+001  2.0408163e+001  1.8367347e+001  1.2244898e+001  6.1224490e+000  9.1836735e+000
