  0.0000000e+000  1.0000000e+000
  9.0929743e-001 -4.1614684e-001
 -7.5680250e-001 -6.5364362e-001
 -2.7941550e-001  9.6017029e-001
  9.8935825e-001 -1.4550003e-001
 -5.4402111e-001 -8.3907153e-001
 -5.3657292e-001  8.4385396e-001
  9.9060736e-001  1.3673722e-001
 -2.8790332e-001 -9.5765948e-001
 -7.5098725e-001  6.6031671e-001
  9.1294525e-001  4.0808206e-001
 -8.8513093e-003 -9.9996083e-001
 -9.0557836e-001  4.2417901e-001
  7.6255845e-001  6.4691932e-001
  2.7090579e-001 -9.6260587e-001
 -9.8803162e-001  1.5425145e-001
  5.5142668e-001  8.3422336e-001
  5.2908269e-001 -8.4857027e-001
 -9.9177885e-001 -1.2796369e-001
  2.9636858e-001  9.5507364e-001
  7.4511316e-001 -6.6693806e-001
 -9.1652155e-001 -3.9998531e-001
  1.7701925e-002  9.9984331e-001
  9.0178835e-001 -4.3217794e-001
 -7.6825466e-001 -6.4014434e-001
 -2.6237485e-001  9.6496603e-001
  9.8662759e-001 -1.6299078e-001
 -5.5878905e-001 -8.2930983e-001
 -5.2155100e-001  8.5322011e-001
  9.9287265e-001  1.1918014e-001
 -3.0481062e-001 -9.5241298e-001
 -7.3918070e-001  6.7350716e-001
  9.2002604e-001  3.9185723e-001
 -2.6551154e-002 -9.9964746e-001
 -8.9792768e-001  4.4014302e-001
  7.7389068e-001  6.3331920e-001
  2.5382336e-001 -9.6725059e-001
 -9.8514626e-001  1.7171734e-001
  5.6610764e-001  8.2433133e-001
  5.1397846e-001 -8.5780309e-001
 -9.9388865e-001 -1.1038724e-001
  3.1322878e-001  9.4967770e-001
  7.3319032e-001 -6.8002350e-001
 -9.2345845e-001 -3.8369844e-001
  3.5398303e-002  9.9937328e-001
  8.9399666e-001 -4.4807362e-001
 -7.7946607e-001 -6.2644445e-001
 -2.4525199e-001  9.6945937e-001
  9.8358775e-001 -1.8043045e-001
 -8.1928825e-001 -8.1928825e-001
 -5.0636564e-001  8.6231887e-001
  9.9482679e-001  1.0158570e-001
 -3.2162240e-001 -9.4686801e-001
 -7.2714250e-001  6.8648655e-001
  9.2681851e-001  3.7550960e-001
 -4.4242678e-002 -9.9902081e-001
 -8.8999560e-001  4.5596910e-001
  7.8498039e-001  6.1952061e-001
  2.3666139e-001 -9.7159219e-001
 -9.8195217e-001  1.8912942e-001
  5.8061118e-001  8.1418097e-001
  4.9871315e-001 -8.6676709e-001
 -9.9568699e-001 -9.2776205e-002
  3.2999083e-001  9.4398414e-001
  7.2103771e-001 -6.9289582e-001
 -9.3010595e-001 -3.6729133e-001
  5.3083587e-002  9.9859007e-001
  8.8592482e-001 -4.6382887e-001
 -7.9043321e-001 -6.1254824e-001
 -2.2805226e-001  9.7364889e-001
  9.8023966e-001 -1.9781357e-001
 -5.8779501e-001 -8.0900991e-001
 -4.9102159e-001  8.7114740e-001
  9.9646917e-001  8.3959437e-002
 -3.3833339e-001 -9.4102631e-001
 -7.1487643e-001  6.9925081e-001
  9.3332052e-001  3.5904429e-001
 -6.1920337e-002 -9.9808109e-001
 -8.8178462e-001  4.7165229e-001
  7.9582410e-001  6.0552787e-001
  2.1942526e-001 -9.7562931e-001
 -9.7845035e-001  2.0648223e-001
  5.9493278e-001  8.0377546e-001
  4.8329156e-001 -8.7545946e-001
 -9.9717329e-001 -7.5136091e-002
  3.4664946e-001  9.3799475e-001
  7.0865914e-001 -7.0555101e-001
 -9.3646197e-001 -3.5076911e-001
  7.0752236e-002  9.9749392e-001
  8.7757534e-001 -4.7943877e-001
 -8.0115264e-001 -5.9846007e-001
 -2.1078107e-001  9.7753329e-001
  9.7658438e-001 -2.1513471e-001
 -6.0202394e-001 -7.9847804e-001
 -4.7552367e-001  8.7970293e-001
  9.9779928e-001  6.6306858e-002
 -3.5493836e-001 -9.3488971e-001
 -7.0238633e-001  7.1179593e-001
  9.3953006e-001  3.4246646e-001
 -7.9578592e-002 -9.9682859e-001
 -8.7329730e-001  4.8718768e-001
